"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"59025","2025-09-24 09:25:47 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17426","1000.00","Buy","","1.17406","","1.17439","","","","","","","","",""
"59026","2025-09-24 09:27:48 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59027","2025-09-24 09:27:51 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17429","1000.00","Buy","","1.17409","","1.17442","","","","","","","","",""
"59028","2025-09-24 09:29:02 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59029","2025-09-24 15:51:40 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17564","1000.00","Buy","","1.17540","","1.17580","","","","","","","","",""
"59030","2025-09-24 15:51:40 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17453","1000.00","Sell","","1.17477","","1.17437","","","","","","","","",""
"59031","2025-09-24 15:51:40 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17614","1000.00","Buy","","1.17590","","1.17630","","","","","","","","",""
"59032","2025-09-24 15:51:40 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17403","1000.00","Sell","","1.17427","","1.17387","","","","","","","","",""
"59033","2025-09-24 15:51:41 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17664","1000.00","Buy","","1.17640","","1.17680","","","","","","","","",""
"59034","2025-09-24 15:51:41 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17353","1000.00","Sell","","1.17377","","1.17337","","","","","","","","",""
"59035","2025-09-24 15:51:41 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17714","1000.00","Buy","","1.17690","","1.17730","","","","","","","","",""
"59036","2025-09-24 15:51:42 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17303","1000.00","Sell","","1.17327","","1.17287","","","","","","","","",""
"59037","2025-09-24 15:51:42 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17764","1000.00","Buy","","1.17740","","1.17780","","","","","","","","",""
"59038","2025-09-24 15:51:42 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17253","1000.00","Sell","","1.17277","","1.17237","","","","","","","","",""
"59039","2025-09-24 15:53:43 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59040","2025-09-24 15:53:43 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59041","2025-09-24 15:53:43 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59042","2025-09-24 15:53:43 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59043","2025-09-24 15:53:44 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59044","2025-09-24 15:53:44 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59045","2025-09-24 15:53:44 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59046","2025-09-24 15:53:45 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59047","2025-09-24 15:53:45 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59048","2025-09-24 15:53:45 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59049","2025-09-24 15:53:46 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17564","1000.00","Buy","","1.17540","","1.17580","","","","","","","","",""
"59050","2025-09-24 15:53:47 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17453","1000.00","Sell","","1.17477","","1.17437","","","","","","","","",""
"59051","2025-09-24 15:53:47 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17614","1000.00","Buy","","1.17590","","1.17630","","","","","","","","",""
"59052","2025-09-24 15:53:47 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17403","1000.00","Sell","","1.17427","","1.17387","","","","","","","","",""
"59053","2025-09-24 15:53:47 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17664","1000.00","Buy","","1.17640","","1.17680","","","","","","","","",""
"59054","2025-09-24 15:53:48 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17353","1000.00","Sell","","1.17377","","1.17337","","","","","","","","",""
"59055","2025-09-24 15:53:48 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17714","1000.00","Buy","","1.17690","","1.17730","","","","","","","","",""
"59056","2025-09-24 15:53:48 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17303","1000.00","Sell","","1.17327","","1.17287","","","","","","","","",""
"59057","2025-09-24 15:53:48 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17764","1000.00","Buy","","1.17740","","1.17780","","","","","","","","",""
"59058","2025-09-24 15:53:49 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17253","1000.00","Sell","","1.17277","","1.17237","","","","","","","","",""
"59059","2025-09-24 15:55:49 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59060","2025-09-24 15:55:49 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59061","2025-09-24 15:55:50 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59062","2025-09-24 15:55:50 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59063","2025-09-24 15:55:50 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59064","2025-09-24 15:55:50 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59065","2025-09-24 15:55:51 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59066","2025-09-24 15:55:51 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59067","2025-09-24 15:55:51 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59068","2025-09-24 15:55:51 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59069","2025-09-24 15:55:53 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17580","1000.00","Buy","","1.17556","","1.17596","","","","","","","","",""
"59070","2025-09-24 15:55:53 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17469","1000.00","Sell","","1.17493","","1.17453","","","","","","","","",""
"59071","2025-09-24 15:55:53 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17630","1000.00","Buy","","1.17606","","1.17646","","","","","","","","",""
"59072","2025-09-24 15:55:54 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17419","1000.00","Sell","","1.17443","","1.17403","","","","","","","","",""
"59073","2025-09-24 15:55:54 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17680","1000.00","Buy","","1.17656","","1.17696","","","","","","","","",""
"59074","2025-09-24 15:55:54 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17369","1000.00","Sell","","1.17393","","1.17353","","","","","","","","",""
"59075","2025-09-24 15:55:54 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17730","1000.00","Buy","","1.17706","","1.17746","","","","","","","","",""
"59076","2025-09-24 15:55:55 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17319","1000.00","Sell","","1.17343","","1.17303","","","","","","","","",""
"59077","2025-09-24 15:55:55 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17780","1000.00","Buy","","1.17756","","1.17796","","","","","","","","",""
"59078","2025-09-24 15:55:55 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17269","1000.00","Sell","","1.17293","","1.17253","","","","","","","","",""
"59079","2025-09-24 15:57:56 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59080","2025-09-24 15:57:56 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59081","2025-09-24 15:57:56 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59082","2025-09-24 15:57:56 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59083","2025-09-24 15:57:57 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59084","2025-09-24 15:57:57 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59085","2025-09-24 15:57:57 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59086","2025-09-24 15:57:57 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59087","2025-09-24 15:57:58 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59088","2025-09-24 15:57:58 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59089","2025-09-24 15:57:59 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17589","1000.00","Buy","","1.17565","","1.17605","","","","","","","","",""
"59090","2025-09-24 15:58:00 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17479","1000.00","Sell","","1.17503","","1.17463","","","","","","","","",""
"59091","2025-09-24 15:58:00 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17639","1000.00","Buy","","1.17615","","1.17655","","","","","","","","",""
"59092","2025-09-24 15:58:00 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17429","1000.00","Sell","","1.17453","","1.17413","","","","","","","","",""
"59093","2025-09-24 15:58:00 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17689","1000.00","Buy","","1.17665","","1.17705","","","","","","","","",""
"59094","2025-09-24 15:58:01 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17379","1000.00","Sell","","1.17403","","1.17363","","","","","","","","",""
"59095","2025-09-24 15:58:01 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17739","1000.00","Buy","","1.17715","","1.17755","","","","","","","","",""
"59096","2025-09-24 15:58:01 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17329","1000.00","Sell","","1.17353","","1.17313","","","","","","","","",""
"59097","2025-09-24 15:58:01 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17789","1000.00","Buy","","1.17765","","1.17805","","","","","","","","",""
"59098","2025-09-24 15:58:02 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17279","1000.00","Sell","","1.17303","","1.17263","","","","","","","","",""
"59099","2025-09-24 16:00:02 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59100","2025-09-24 16:00:02 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59101","2025-09-24 16:00:03 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59102","2025-09-24 16:00:03 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59103","2025-09-24 16:00:03 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59104","2025-09-24 16:00:04 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59105","2025-09-24 16:00:04 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59106","2025-09-24 16:00:04 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59107","2025-09-24 16:00:04 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59108","2025-09-24 16:00:04 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59109","2025-09-24 16:00:06 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17583","1000.00","Buy","","1.17559","","1.17599","","","","","","","","",""
"59110","2025-09-24 16:00:06 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17472","1000.00","Sell","","1.17496","","1.17456","","","","","","","","",""
"59111","2025-09-24 16:00:06 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17633","1000.00","Buy","","1.17609","","1.17649","","","","","","","","",""
"59112","2025-09-24 16:00:07 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17422","1000.00","Sell","","1.17446","","1.17406","","","","","","","","",""
"59113","2025-09-24 16:00:07 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17683","1000.00","Buy","","1.17659","","1.17699","","","","","","","","",""
"59114","2025-09-24 16:00:07 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17372","1000.00","Sell","","1.17396","","1.17356","","","","","","","","",""
"59115","2025-09-24 16:00:07 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17733","1000.00","Buy","","1.17709","","1.17749","","","","","","","","",""
"59116","2025-09-24 16:00:08 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17322","1000.00","Sell","","1.17346","","1.17306","","","","","","","","",""
"59117","2025-09-24 16:00:08 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17783","1000.00","Buy","","1.17759","","1.17799","","","","","","","","",""
"59118","2025-09-24 16:00:08 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17272","1000.00","Sell","","1.17296","","1.17256","","","","","","","","",""
"59119","2025-09-24 16:02:09 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59120","2025-09-24 16:02:09 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59121","2025-09-24 16:02:09 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59122","2025-09-24 16:02:10 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59123","2025-09-24 16:02:10 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59124","2025-09-24 16:02:10 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59125","2025-09-24 16:02:10 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59126","2025-09-24 16:02:11 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59127","2025-09-24 16:02:11 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59128","2025-09-24 16:02:11 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59129","2025-09-24 16:02:12 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17581","1000.00","Buy","","1.17557","","1.17597","","","","","","","","",""
"59130","2025-09-24 16:02:13 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17472","1000.00","Sell","","1.17496","","1.17456","","","","","","","","",""
"59131","2025-09-24 16:02:13 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17631","1000.00","Buy","","1.17607","","1.17647","","","","","","","","",""
"59132","2025-09-24 16:02:13 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17422","1000.00","Sell","","1.17446","","1.17406","","","","","","","","",""
"59133","2025-09-24 16:02:13 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17681","1000.00","Buy","","1.17657","","1.17697","","","","","","","","",""
"59134","2025-09-24 16:02:14 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17372","1000.00","Sell","","1.17396","","1.17356","","","","","","","","",""
"59135","2025-09-24 16:02:14 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17731","1000.00","Buy","","1.17707","","1.17747","","","","","","","","",""
"59136","2025-09-24 16:02:14 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17322","1000.00","Sell","","1.17346","","1.17306","","","","","","","","",""
"59137","2025-09-24 16:02:14 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17781","1000.00","Buy","","1.17757","","1.17797","","","","","","","","",""
"59138","2025-09-24 16:02:15 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17272","1000.00","Sell","","1.17296","","1.17256","","","","","","","","",""
"59139","2025-09-24 16:04:15 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59140","2025-09-24 16:04:15 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59141","2025-09-24 16:04:16 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59142","2025-09-24 16:04:16 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59143","2025-09-24 16:04:16 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59144","2025-09-24 16:04:16 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59145","2025-09-24 16:04:17 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59146","2025-09-24 16:04:17 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59147","2025-09-24 16:04:17 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59148","2025-09-24 16:04:17 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59149","2025-09-24 16:04:19 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17564","1000.00","Buy","","1.17540","","1.17580","","","","","","","","",""
"59150","2025-09-24 16:04:19 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17456","1000.00","Sell","","1.17480","","1.17440","","","","","","","","",""
"59151","2025-09-24 16:04:19 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17614","1000.00","Buy","","1.17590","","1.17630","","","","","","","","",""
"59152","2025-09-24 16:04:20 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17406","1000.00","Sell","","1.17430","","1.17390","","","","","","","","",""
"59153","2025-09-24 16:04:20 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17664","1000.00","Buy","","1.17640","","1.17680","","","","","","","","",""
"59154","2025-09-24 16:04:20 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17356","1000.00","Sell","","1.17380","","1.17340","","","","","","","","",""
"59155","2025-09-24 16:04:20 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17714","1000.00","Buy","","1.17690","","1.17730","","","","","","","","",""
"59156","2025-09-24 16:04:21 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17306","1000.00","Sell","","1.17330","","1.17290","","","","","","","","",""
"59157","2025-09-24 16:04:21 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17764","1000.00","Buy","","1.17740","","1.17780","","","","","","","","",""
"59158","2025-09-24 16:04:21 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17256","1000.00","Sell","","1.17280","","1.17240","","","","","","","","",""
"59159","2025-09-24 16:06:22 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59160","2025-09-24 16:06:22 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59161","2025-09-24 16:06:22 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59162","2025-09-24 16:06:22 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59163","2025-09-24 16:06:23 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59164","2025-09-24 16:06:23 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59165","2025-09-24 16:06:23 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59166","2025-09-24 16:06:23 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59167","2025-09-24 16:06:24 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59168","2025-09-24 16:06:24 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59169","2025-09-24 16:06:25 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17551","1000.00","Buy","","1.17527","","1.17567","","","","","","","","",""
"59170","2025-09-24 16:06:26 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17443","1000.00","Sell","","1.17467","","1.17427","","","","","","","","",""
"59171","2025-09-24 16:06:26 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17601","1000.00","Buy","","1.17577","","1.17617","","","","","","","","",""
"59172","2025-09-24 16:06:26 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17393","1000.00","Sell","","1.17417","","1.17377","","","","","","","","",""
"59173","2025-09-24 16:06:26 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17651","1000.00","Buy","","1.17627","","1.17667","","","","","","","","",""
"59174","2025-09-24 16:06:27 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17343","1000.00","Sell","","1.17367","","1.17327","","","","","","","","",""
"59175","2025-09-24 16:06:27 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17701","1000.00","Buy","","1.17677","","1.17717","","","","","","","","",""
"59176","2025-09-24 16:06:27 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17293","1000.00","Sell","","1.17317","","1.17277","","","","","","","","",""
"59177","2025-09-24 16:06:27 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17751","1000.00","Buy","","1.17727","","1.17767","","","","","","","","",""
"59178","2025-09-24 16:06:28 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17243","1000.00","Sell","","1.17267","","1.17227","","","","","","","","",""
"59179","2025-09-24 16:08:29 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59180","2025-09-24 16:08:30 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59181","2025-09-24 16:08:30 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59182","2025-09-24 16:08:31 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59183","2025-09-24 16:08:31 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59184","2025-09-24 16:08:31 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59185","2025-09-24 16:08:32 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59186","2025-09-24 16:08:32 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59187","2025-09-24 16:08:32 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59188","2025-09-24 16:08:33 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59189","2025-09-24 16:08:34 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17552","1000.00","Buy","","1.17528","","1.17568","","","","","","","","",""
"59190","2025-09-24 16:08:34 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17443","1000.00","Sell","","1.17467","","1.17427","","","","","","","","",""
"59191","2025-09-24 16:08:34 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17602","1000.00","Buy","","1.17578","","1.17618","","","","","","","","",""
"59192","2025-09-24 16:08:35 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17393","1000.00","Sell","","1.17417","","1.17377","","","","","","","","",""
"59193","2025-09-24 16:08:35 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17652","1000.00","Buy","","1.17628","","1.17668","","","","","","","","",""
"59194","2025-09-24 16:08:35 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17343","1000.00","Sell","","1.17367","","1.17327","","","","","","","","",""
"59195","2025-09-24 16:08:35 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17702","1000.00","Buy","","1.17678","","1.17718","","","","","","","","",""
"59196","2025-09-24 16:08:36 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17293","1000.00","Sell","","1.17317","","1.17277","","","","","","","","",""
"59197","2025-09-24 16:08:36 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17752","1000.00","Buy","","1.17728","","1.17768","","","","","","","","",""
"59198","2025-09-24 16:08:36 -12","MARKET_IF_TOUCHED_ORDER","CLIENT_ORDER","EUR/USD","1.17243","1000.00","Sell","","1.17267","","1.17227","","","","","","","","",""
"59199","2025-09-24 16:10:37 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
"59200","2025-09-24 16:10:37 -12","ORDER_CANCEL","CLIENT_REQUEST","","","","","","","","","","","","","","","","",""
