2025-09-24T16:12:00.067888,pending_trades_2,1.17809,21060,SELL,1.17794
2025-09-24T16:12:00.068896,pending_trades_2,1.17799,18466,SELL,1.17794
2025-09-24T16:14:59.530300,pending_trades_2,1.17789,21059,SELL,1.17749
2025-09-24T16:14:59.531304,pending_trades_2,1.17769,21058,SELL,1.17749
2025-09-24T16:14:59.531304,pending_trades_2,1.17749,21057,SELL,1.17749
2025-09-24T16:17:59.082458,pending_trades_2,1.17729,21056,SELL,1.17724
2025-09-24T16:29:47.368223,pending_trades_2,1.17709,21055,SELL,1.17709
2025-09-24T16:32:40.351775,pending_trades_2,1.17689,21054,SELL,1.17684
2025-09-24T17:42:54.570368,pending_trades_2,1.17669,21053,SELL,1.17656
2025-09-24T17:45:50.515630,pending_trades_2,1.17649,21052,SELL,1.17642
2025-09-24T17:48:49.266894,pending_trades_2,1.17629,21051,SELL,1.17621
2025-09-24T18:15:09.065744,pending_trades_2,1.17609,21050,SELL,1.17598
2025-09-24T18:18:03.775148,pending_trades_2,1.17589,21049,SELL,1.17582
2025-09-24T18:21:00.037661,pending_trades_2,1.17569,21048,SELL,1.17567
2025-09-24T18:41:49.391503,pending_trades_2,1.17549,21047,SELL,1.17535
2025-09-24T18:44:56.648210,pending_trades_2,1.17529,21046,SELL,1.17523
2025-09-24T19:06:18.911540,pending_trades_2,1.17509,21045,SELL,1.17505
2025-09-24T19:12:20.117099,pending_trades_2,1.17489,21044,SELL,1.17477
