ID,Type,Instrument,Units,Price,Time,pl
42434,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09919,2025-09-24T10:01:03.116434573Z,
42435,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09939,2025-09-24T10:01:03.454125166Z,
42436,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09959,2025-09-24T10:01:03.811469243Z,
42437,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09979,2025-09-24T10:01:04.176302414Z,
42438,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09999,2025-09-24T10:01:04.522407711Z,
42439,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10019,2025-09-24T10:01:04.979723398Z,
42440,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10039,2025-09-24T10:01:05.325001129Z,
42441,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10059,2025-09-24T10:01:05.675671962Z,
42442,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10079,2025-09-24T10:01:06.047405748Z,
42443,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10099,2025-09-24T10:01:06.426727607Z,
42444,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10119,2025-09-24T10:01:06.777427294Z,
42445,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10139,2025-09-24T10:01:07.152517628Z,
42446,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10159,2025-09-24T10:01:07.516839130Z,
42447,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10179,2025-09-24T10:01:07.880412620Z,
42448,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10199,2025-09-24T10:01:08.260788246Z,
42449,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10219,2025-09-24T10:01:08.621334684Z,
42450,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10239,2025-09-24T10:01:09.042660219Z,
42451,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10259,2025-09-24T10:01:09.404556678Z,
42452,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10279,2025-09-24T10:01:09.750727562Z,
42453,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10299,2025-09-24T10:01:10.104459384Z,
42454,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10319,2025-09-24T10:01:10.452670650Z,
42455,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10339,2025-09-24T10:01:10.813417112Z,
42456,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10359,2025-09-24T10:01:11.192054814Z,
42457,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10379,2025-09-24T10:01:11.568931223Z,
42458,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10399,2025-09-24T10:01:11.939585605Z,
42459,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10419,2025-09-24T10:01:12.309141460Z,
42460,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10439,2025-09-24T10:01:12.683391787Z,
42461,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10459,2025-09-24T10:01:13.057149694Z,
42462,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10479,2025-09-24T10:01:13.408730417Z,
42463,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10499,2025-09-24T10:01:13.758101498Z,
42464,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10519,2025-09-24T10:01:14.099974719Z,
42465,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10539,2025-09-24T10:01:14.444359973Z,
42466,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10559,2025-09-24T10:01:14.802568328Z,
42467,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10579,2025-09-24T10:01:15.151821858Z,
42468,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10599,2025-09-24T10:01:15.522203984Z,
42469,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10619,2025-09-24T10:01:15.893685188Z,
42470,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10639,2025-09-24T10:01:16.240019448Z,
42471,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10659,2025-09-24T10:01:16.622473110Z,
42472,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10679,2025-09-24T10:01:16.980753885Z,
42473,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10699,2025-09-24T10:01:17.330269665Z,
42474,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10719,2025-09-24T10:01:17.702629398Z,
42475,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10739,2025-09-24T10:01:18.075758426Z,
42476,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10759,2025-09-24T10:01:18.425446825Z,
42477,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10779,2025-09-24T10:01:18.775316820Z,
42478,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10799,2025-09-24T10:01:19.138512779Z,
42479,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10819,2025-09-24T10:01:19.534090906Z,
42480,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10839,2025-09-24T10:01:19.897331350Z,
42481,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10859,2025-09-24T10:01:20.284143834Z,
42482,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10879,2025-09-24T10:01:20.643615918Z,
42483,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10899,2025-09-24T10:01:20.991043308Z,
42484,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10919,2025-09-24T10:01:21.364980627Z,
42485,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10939,2025-09-24T10:01:21.721423394Z,
42486,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10959,2025-09-24T10:01:22.076137524Z,
42487,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10979,2025-09-24T10:01:22.436950747Z,
42488,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10999,2025-09-24T10:01:22.822123017Z,
42489,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11019,2025-09-24T10:01:23.163672725Z,
42490,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11039,2025-09-24T10:01:23.543558751Z,
42491,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11059,2025-09-24T10:01:23.891901561Z,
42492,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11079,2025-09-24T10:01:24.257572587Z,
42493,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11099,2025-09-24T10:01:24.623511424Z,
42494,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11119,2025-09-24T10:01:24.981885926Z,
42495,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11139,2025-09-24T10:01:25.331572152Z,
42496,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11159,2025-09-24T10:01:25.682391874Z,
42497,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11179,2025-09-24T10:01:26.024492443Z,
42498,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11199,2025-09-24T10:01:26.385416482Z,
42499,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11219,2025-09-24T10:01:26.749065040Z,
42500,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11239,2025-09-24T10:01:27.102958569Z,
42501,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11259,2025-09-24T10:01:27.461423326Z,
42502,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11279,2025-09-24T10:01:27.874333034Z,
42503,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11299,2025-09-24T10:01:28.222106657Z,
42504,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11319,2025-09-24T10:01:28.575121061Z,
42505,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11339,2025-09-24T10:01:29.017677402Z,
42506,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11359,2025-09-24T10:01:29.372502407Z,
42507,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11379,2025-09-24T10:01:29.717506785Z,
42508,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11399,2025-09-24T10:01:30.090055931Z,
42509,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11419,2025-09-24T10:01:30.447513274Z,
42510,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11439,2025-09-24T10:01:30.828279162Z,
42511,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11459,2025-09-24T10:01:31.172347057Z,
42512,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11479,2025-09-24T10:01:31.513866049Z,
42513,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11499,2025-09-24T10:01:31.868252785Z,
42514,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11519,2025-09-24T10:01:32.218753432Z,
42515,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11539,2025-09-24T10:01:32.566871781Z,
42516,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11559,2025-09-24T10:01:32.910854755Z,
42517,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11579,2025-09-24T10:01:33.274171486Z,
42518,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11599,2025-09-24T10:01:33.651825034Z,
42519,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11619,2025-09-24T10:01:33.995721729Z,
42520,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11639,2025-09-24T10:01:34.361849296Z,
42521,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11659,2025-09-24T10:01:34.706965575Z,
42522,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11679,2025-09-24T10:01:35.077226733Z,
42523,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11699,2025-09-24T10:01:35.419635558Z,
42524,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11719,2025-09-24T10:01:35.787082126Z,
42525,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11739,2025-09-24T10:01:36.160934573Z,
42526,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11759,2025-09-24T10:01:36.521088559Z,
42527,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11779,2025-09-24T10:01:36.861380692Z,
42528,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11799,2025-09-24T10:01:37.215794102Z,
42529,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11819,2025-09-24T10:01:37.583838529Z,
42530,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11839,2025-09-24T10:01:37.944109656Z,
42531,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11859,2025-09-24T10:01:38.328302576Z,
42532,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11879,2025-09-24T10:01:38.722588095Z,
42533,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11899,2025-09-24T10:01:39.095245375Z,
42534,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11919,2025-09-24T10:01:39.464366399Z,
42535,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11939,2025-09-24T10:01:39.804796288Z,
42536,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11959,2025-09-24T10:01:40.145560543Z,
42537,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11979,2025-09-24T10:01:40.507457130Z,
42538,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11999,2025-09-24T10:01:40.842587525Z,
42539,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12019,2025-09-24T10:01:41.205255798Z,
42540,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12039,2025-09-24T10:01:41.564405656Z,
42541,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12059,2025-09-24T10:01:41.934847775Z,
42542,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12079,2025-09-24T10:01:42.305267104Z,
42543,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12099,2025-09-24T10:01:42.656213142Z,
42544,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12119,2025-09-24T10:01:43.006881228Z,
42545,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12139,2025-09-24T10:01:43.353609857Z,
42546,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12159,2025-09-24T10:01:43.704019943Z,
42547,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12179,2025-09-24T10:01:44.055615945Z,
42548,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12199,2025-09-24T10:01:44.414888951Z,
42549,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12219,2025-09-24T10:01:44.767497596Z,
42550,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12239,2025-09-24T10:01:45.131608142Z,
42551,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12259,2025-09-24T10:01:45.478177620Z,
42552,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12279,2025-09-24T10:01:45.815104741Z,
42553,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12299,2025-09-24T10:01:46.168590358Z,
42554,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12319,2025-09-24T10:01:46.516036690Z,
42555,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12339,2025-09-24T10:01:46.868439309Z,
42556,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12359,2025-09-24T10:01:47.210602995Z,
42557,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12379,2025-09-24T10:01:47.559483871Z,
42558,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12399,2025-09-24T10:01:47.906849868Z,
42559,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12419,2025-09-24T10:01:48.264924579Z,
42560,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12439,2025-09-24T10:01:48.611338758Z,
42561,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12459,2025-09-24T10:01:48.963098345Z,
42562,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12479,2025-09-24T10:01:49.327525902Z,
42563,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12499,2025-09-24T10:01:49.706155244Z,
42564,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12519,2025-09-24T10:01:50.070276471Z,
42565,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12539,2025-09-24T10:01:50.414528394Z,
42566,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12559,2025-09-24T10:01:50.781253341Z,
42567,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12579,2025-09-24T10:01:51.150918033Z,
42568,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12599,2025-09-24T10:01:51.502848361Z,
42569,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12619,2025-09-24T10:01:51.862627368Z,
42570,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12639,2025-09-24T10:01:52.217710761Z,
42571,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12659,2025-09-24T10:01:52.586068013Z,
42572,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12679,2025-09-24T10:01:52.938709634Z,
42573,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12699,2025-09-24T10:01:53.295427853Z,
42574,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12719,2025-09-24T10:01:53.652463061Z,
42575,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12739,2025-09-24T10:01:53.991721546Z,
42576,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12759,2025-09-24T10:01:54.352153634Z,
42577,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12779,2025-09-24T10:01:54.703688592Z,
42578,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12799,2025-09-24T10:01:55.057920754Z,
42579,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12819,2025-09-24T10:01:55.467347500Z,
42580,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12839,2025-09-24T10:01:55.831061615Z,
42581,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12859,2025-09-24T10:01:56.203108111Z,
42582,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12879,2025-09-24T10:01:56.561985926Z,
42583,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12899,2025-09-24T10:01:56.920794896Z,
42584,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12919,2025-09-24T10:01:57.269870412Z,
42585,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12939,2025-09-24T10:01:57.645077319Z,
42586,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12959,2025-09-24T10:01:58.018399657Z,
42587,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12979,2025-09-24T10:01:58.389531268Z,
42588,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.12999,2025-09-24T10:01:58.763173947Z,
42589,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13019,2025-09-24T10:01:59.127733209Z,
42590,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13039,2025-09-24T10:01:59.499723634Z,
42591,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13059,2025-09-24T10:01:59.862513976Z,
42592,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13079,2025-09-24T10:02:00.225530892Z,
42593,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13099,2025-09-24T10:02:00.586317827Z,
42594,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13119,2025-09-24T10:02:00.938497160Z,
42595,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13139,2025-09-24T10:02:01.289414863Z,
42596,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13159,2025-09-24T10:02:01.640612105Z,
42597,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13179,2025-09-24T10:02:01.982955277Z,
42598,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13199,2025-09-24T10:02:02.330492318Z,
42599,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13219,2025-09-24T10:02:02.686201628Z,
42600,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13239,2025-09-24T10:02:03.025797617Z,
42601,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13259,2025-09-24T10:02:03.371528302Z,
42602,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13279,2025-09-24T10:02:03.737891135Z,
42603,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13299,2025-09-24T10:02:04.142407540Z,
42604,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13319,2025-09-24T10:02:04.500773205Z,
42605,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13339,2025-09-24T10:02:04.872295577Z,
42606,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13359,2025-09-24T10:02:05.315630359Z,
42607,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13379,2025-09-24T10:02:05.679070530Z,
42608,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13399,2025-09-24T10:02:06.050622722Z,
42609,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13419,2025-09-24T10:02:06.424320690Z,
42610,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13439,2025-09-24T10:02:06.794201880Z,
42611,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13459,2025-09-24T10:02:07.159323359Z,
42612,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13479,2025-09-24T10:02:07.519678778Z,
42613,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13499,2025-09-24T10:02:08.064475679Z,
42614,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13519,2025-09-24T10:02:08.448475788Z,
42615,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13539,2025-09-24T10:02:08.839277975Z,
42616,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13559,2025-09-24T10:02:09.250082317Z,
42617,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13579,2025-09-24T10:02:09.670261044Z,
42618,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13599,2025-09-24T10:02:10.063941287Z,
42619,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13619,2025-09-24T10:02:10.440257479Z,
42620,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13639,2025-09-24T10:02:10.804135535Z,
42621,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13659,2025-09-24T10:02:11.169794472Z,
42622,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13679,2025-09-24T10:02:11.554277223Z,
42623,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13699,2025-09-24T10:02:11.940844695Z,
42624,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13719,2025-09-24T10:02:12.282168743Z,
42625,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13739,2025-09-24T10:02:12.634240254Z,
42626,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13759,2025-09-24T10:02:12.998653413Z,
42627,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13779,2025-09-24T10:02:13.361390187Z,
42628,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13799,2025-09-24T10:02:13.704626943Z,
42629,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13819,2025-09-24T10:02:14.110909495Z,
42630,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13839,2025-09-24T10:02:14.466563233Z,
42631,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13859,2025-09-24T10:02:14.812337908Z,
42632,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13879,2025-09-24T10:02:15.193298279Z,
42633,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13899,2025-09-24T10:02:15.544388252Z,
42634,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13919,2025-09-24T10:02:15.897699862Z,
42635,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13939,2025-09-24T10:02:16.255914299Z,
42636,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13959,2025-09-24T10:02:16.612809581Z,
42637,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13979,2025-09-24T10:02:16.989050751Z,
42638,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.13999,2025-09-24T10:02:17.342221568Z,
42639,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14019,2025-09-24T10:02:17.704369943Z,
42640,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14039,2025-09-24T10:02:18.066503864Z,
42641,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14059,2025-09-24T10:02:18.428176954Z,
42642,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14079,2025-09-24T10:02:18.787191800Z,
42643,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14099,2025-09-24T10:02:19.216752171Z,
42644,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14119,2025-09-24T10:02:19.561747683Z,
42645,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14139,2025-09-24T10:02:19.923718755Z,
42646,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14159,2025-09-24T10:02:20.282128759Z,
42647,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14179,2025-09-24T10:02:20.648625643Z,
42648,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14199,2025-09-24T10:02:21.019190621Z,
42649,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14219,2025-09-24T10:02:21.392140649Z,
42650,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14239,2025-09-24T10:02:21.763967066Z,
42651,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.14259,2025-09-24T10:02:22.111166430Z,
