ID,Type,Instrument,Units,Price,Time,pl
30037,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16099,2025-09-24T08:43:49.477578935Z,
30038,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16119,2025-09-24T08:43:49.856347470Z,
30039,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16139,2025-09-24T08:43:50.231870769Z,
30040,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16159,2025-09-24T08:43:50.618723041Z,
30041,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16179,2025-09-24T08:43:50.992816427Z,
30042,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16199,2025-09-24T08:43:51.375257610Z,
30043,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16219,2025-09-24T08:43:51.748455187Z,
30044,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16239,2025-09-24T08:43:52.123757717Z,
30045,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16259,2025-09-24T08:43:52.504907173Z,
30046,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16279,2025-09-24T08:43:52.889710493Z,
30047,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16299,2025-09-24T08:43:53.279207982Z,
30048,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16319,2025-09-24T08:43:53.657899938Z,
30049,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16339,2025-09-24T08:43:54.029345059Z,
30050,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16359,2025-09-24T08:43:54.408564042Z,
30051,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16379,2025-09-24T08:43:54.791542552Z,
30052,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16399,2025-09-24T08:43:55.168925051Z,
30053,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16419,2025-09-24T08:43:55.544342815Z,
30054,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16439,2025-09-24T08:43:55.918867408Z,
30055,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16459,2025-09-24T08:43:56.301871146Z,
30056,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16479,2025-09-24T08:43:56.678810343Z,
30057,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16499,2025-09-24T08:43:57.059804328Z,
30058,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16519,2025-09-24T08:43:57.440794297Z,
30059,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16539,2025-09-24T08:43:57.813617339Z,
30060,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16559,2025-09-24T08:43:58.194143011Z,
30061,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16579,2025-09-24T08:43:58.573593478Z,
30062,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16599,2025-09-24T08:43:58.945941048Z,
30063,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16619,2025-09-24T08:43:59.335826873Z,
30064,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16639,2025-09-24T08:43:59.753735181Z,
30065,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16659,2025-09-24T08:44:00.131717045Z,
30066,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16679,2025-09-24T08:44:00.517520727Z,
30067,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16699,2025-09-24T08:44:00.899367550Z,
30068,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16719,2025-09-24T08:44:01.270105567Z,
30069,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16739,2025-09-24T08:44:01.649292368Z,
30070,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16759,2025-09-24T08:44:02.019409964Z,
30071,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16779,2025-09-24T08:44:02.396267577Z,
30072,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16799,2025-09-24T08:44:02.774042367Z,
30073,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16819,2025-09-24T08:44:03.159203803Z,
30074,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16839,2025-09-24T08:44:03.538460354Z,
30075,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16859,2025-09-24T08:44:03.907146937Z,
30076,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16879,2025-09-24T08:44:04.288596054Z,
30077,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16899,2025-09-24T08:44:04.673537315Z,
30078,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16919,2025-09-24T08:44:05.058442142Z,
30079,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16939,2025-09-24T08:44:05.434039040Z,
30080,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16959,2025-09-24T08:44:05.807911412Z,
30081,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16979,2025-09-24T08:44:06.195137414Z,
30082,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.16999,2025-09-24T08:44:06.558465376Z,
30083,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17019,2025-09-24T08:44:06.933228226Z,
30084,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17039,2025-09-24T08:44:07.325543962Z,
30085,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17059,2025-09-24T08:44:07.693019366Z,
30086,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17079,2025-09-24T08:44:08.083631831Z,
30087,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17099,2025-09-24T08:44:08.460895674Z,
30088,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17119,2025-09-24T08:44:08.830581456Z,
30089,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17139,2025-09-24T08:44:09.212213763Z,
30090,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17159,2025-09-24T08:44:09.591880685Z,
30091,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17179,2025-09-24T08:44:09.960208877Z,
30092,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17199,2025-09-24T08:44:10.346694253Z,
30093,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17219,2025-09-24T08:44:10.724521330Z,
30094,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17239,2025-09-24T08:44:11.099815159Z,
30095,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17259,2025-09-24T08:44:11.486566169Z,
30096,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17279,2025-09-24T08:44:11.876380187Z,
30097,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17299,2025-09-24T08:44:12.262779023Z,
30098,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17319,2025-09-24T08:44:12.636174836Z,
30099,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17339,2025-09-24T08:44:13.014081079Z,
30100,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17359,2025-09-24T08:44:13.382380974Z,
30101,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17379,2025-09-24T08:44:13.759843406Z,
30102,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17399,2025-09-24T08:44:14.136507088Z,
30103,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17419,2025-09-24T08:44:14.520109118Z,
30104,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17439,2025-09-24T08:44:14.898229159Z,
30105,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17459,2025-09-24T08:44:15.269665353Z,
30106,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17479,2025-09-24T08:44:15.635510242Z,
30107,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17499,2025-09-24T08:44:16.022420572Z,
30108,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17519,2025-09-24T08:44:16.414441849Z,
30109,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17539,2025-09-24T08:44:16.805607231Z,
30110,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17559,2025-09-24T08:44:17.174580893Z,
30111,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17579,2025-09-24T08:44:17.560925752Z,
30112,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17599,2025-09-24T08:44:17.936774220Z,
30113,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17619,2025-09-24T08:44:18.311176692Z,
30114,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17639,2025-09-24T08:44:18.681636057Z,
30115,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.17659,2025-09-24T08:44:19.059097985Z,
30116,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08319,2025-09-24T08:44:21.740784753Z,
30117,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08339,2025-09-24T08:44:22.118442161Z,
30118,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08359,2025-09-24T08:44:22.489528326Z,
30119,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08379,2025-09-24T08:44:22.874377763Z,
30120,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08399,2025-09-24T08:44:23.411347425Z,
30121,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08419,2025-09-24T08:44:23.788018450Z,
30122,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08439,2025-09-24T08:44:24.167793122Z,
30123,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08459,2025-09-24T08:44:24.559178846Z,
30124,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08479,2025-09-24T08:44:24.936186480Z,
30125,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08499,2025-09-24T08:44:25.320076189Z,
30126,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08519,2025-09-24T08:44:25.709153655Z,
30127,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08539,2025-09-24T08:44:26.086315179Z,
30128,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08559,2025-09-24T08:44:26.464611140Z,
30129,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08579,2025-09-24T08:44:26.850800423Z,
30130,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08599,2025-09-24T08:44:27.220252250Z,
30131,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08619,2025-09-24T08:44:27.598594932Z,
30132,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08639,2025-09-24T08:44:27.976512214Z,
30133,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08659,2025-09-24T08:44:28.370766164Z,
30134,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08679,2025-09-24T08:44:28.739334660Z,
30135,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08699,2025-09-24T08:44:29.121869178Z,
30136,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08719,2025-09-24T08:44:29.499073316Z,
30137,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08739,2025-09-24T08:44:29.875204952Z,
30138,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08759,2025-09-24T08:44:30.254047582Z,
30139,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08779,2025-09-24T08:44:30.628931279Z,
30140,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08799,2025-09-24T08:44:31.015046857Z,
30141,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08819,2025-09-24T08:44:31.405700088Z,
30142,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08839,2025-09-24T08:44:31.783381104Z,
30143,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08859,2025-09-24T08:44:32.187305187Z,
30144,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08879,2025-09-24T08:44:32.573908742Z,
30145,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08899,2025-09-24T08:44:32.956355004Z,
30146,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08919,2025-09-24T08:44:33.340612603Z,
30147,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08939,2025-09-24T08:44:33.715940053Z,
30148,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08959,2025-09-24T08:44:34.097909457Z,
30149,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08979,2025-09-24T08:44:34.485939549Z,
30150,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.08999,2025-09-24T08:44:34.871039505Z,
30151,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09019,2025-09-24T08:44:35.248084155Z,
30152,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09039,2025-09-24T08:44:35.641724242Z,
30153,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09059,2025-09-24T08:44:36.013862948Z,
30154,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09079,2025-09-24T08:44:36.395719319Z,
30155,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09099,2025-09-24T08:44:36.766712135Z,
30156,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09119,2025-09-24T08:44:37.146275043Z,
30157,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09139,2025-09-24T08:44:37.525164598Z,
30158,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09159,2025-09-24T08:44:37.899588073Z,
30159,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09179,2025-09-24T08:44:38.275861716Z,
30160,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09199,2025-09-24T08:44:38.658398151Z,
30161,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09219,2025-09-24T08:44:39.033865030Z,
30162,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09239,2025-09-24T08:44:39.413361701Z,
30163,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09259,2025-09-24T08:44:39.797213333Z,
30164,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09279,2025-09-24T08:44:40.179601299Z,
30165,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09299,2025-09-24T08:44:40.549461782Z,
30166,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09319,2025-09-24T08:44:40.931069914Z,
30167,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09339,2025-09-24T08:44:41.304448033Z,
30168,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09359,2025-09-24T08:44:41.669509362Z,
30169,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09379,2025-09-24T08:44:42.040168622Z,
30170,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09399,2025-09-24T08:44:42.427783386Z,
30171,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09419,2025-09-24T08:44:42.807895356Z,
30172,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09439,2025-09-24T08:44:43.179361872Z,
30173,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09459,2025-09-24T08:44:43.546575992Z,
30174,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09479,2025-09-24T08:44:43.926458560Z,
30175,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09499,2025-09-24T08:44:44.302612369Z,
30176,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09519,2025-09-24T08:44:44.673489159Z,
30177,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09539,2025-09-24T08:44:45.054769219Z,
30178,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09559,2025-09-24T08:44:45.433897875Z,
30179,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09579,2025-09-24T08:44:45.813525975Z,
30180,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09599,2025-09-24T08:44:46.195025034Z,
30181,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09619,2025-09-24T08:44:46.560254299Z,
30182,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09639,2025-09-24T08:44:46.934336381Z,
30183,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09659,2025-09-24T08:44:47.318257576Z,
30184,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09679,2025-09-24T08:44:47.690938041Z,
30185,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09699,2025-09-24T08:44:48.078002546Z,
30186,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09719,2025-09-24T08:44:48.449521059Z,
30187,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09739,2025-09-24T08:44:48.823986816Z,
30188,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09759,2025-09-24T08:44:49.202143445Z,
30189,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09779,2025-09-24T08:44:49.570135372Z,
30190,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09799,2025-09-24T08:44:49.964990516Z,
30191,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09819,2025-09-24T08:44:50.380282217Z,
30192,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09839,2025-09-24T08:44:50.754778469Z,
30193,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09859,2025-09-24T08:44:51.137701431Z,
30194,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09879,2025-09-24T08:44:51.525849489Z,
30195,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09899,2025-09-24T08:44:51.906784831Z,
30196,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09919,2025-09-24T08:44:52.279608675Z,
30197,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09939,2025-09-24T08:44:52.658327568Z,
30198,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09959,2025-09-24T08:44:53.042062895Z,
30199,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09979,2025-09-24T08:44:53.422814066Z,
30200,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.09999,2025-09-24T08:44:53.801638472Z,
30201,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10019,2025-09-24T08:44:54.196023977Z,
30202,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10039,2025-09-24T08:44:54.560486399Z,
30203,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10059,2025-09-24T08:44:54.942120481Z,
30204,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10079,2025-09-24T08:44:55.311085358Z,
30205,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10099,2025-09-24T08:44:55.702411294Z,
30206,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10119,2025-09-24T08:44:56.095921585Z,
30207,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10139,2025-09-24T08:44:56.463125231Z,
30208,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10159,2025-09-24T08:44:56.845834713Z,
30209,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10179,2025-09-24T08:44:57.222296097Z,
30210,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10199,2025-09-24T08:44:57.628634320Z,
30211,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10219,2025-09-24T08:44:57.994790478Z,
30212,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10239,2025-09-24T08:44:58.380239880Z,
30213,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10259,2025-09-24T08:44:58.768542657Z,
30214,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10279,2025-09-24T08:44:59.141182144Z,
30215,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10299,2025-09-24T08:44:59.522711386Z,
30216,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10319,2025-09-24T08:44:59.914515120Z,
30217,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10339,2025-09-24T08:45:00.287182371Z,
30218,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10359,2025-09-24T08:45:00.658029632Z,
30219,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10379,2025-09-24T08:45:01.052096670Z,
30220,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10399,2025-09-24T08:45:01.425242437Z,
30221,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10419,2025-09-24T08:45:01.813926564Z,
30222,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10439,2025-09-24T08:45:02.213085768Z,
30223,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10459,2025-09-24T08:45:02.595344120Z,
30224,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10479,2025-09-24T08:45:02.986079217Z,
30225,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10499,2025-09-24T08:45:03.367685008Z,
30226,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10519,2025-09-24T08:45:03.739208727Z,
30227,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10539,2025-09-24T08:45:04.128761195Z,
30228,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10559,2025-09-24T08:45:04.508856054Z,
30229,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10579,2025-09-24T08:45:04.895483568Z,
30230,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10599,2025-09-24T08:45:05.276235852Z,
30231,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10619,2025-09-24T08:45:05.655202975Z,
30232,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10639,2025-09-24T08:45:06.052169148Z,
30233,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10659,2025-09-24T08:45:06.433126643Z,
30234,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10679,2025-09-24T08:45:06.826393760Z,
30235,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10699,2025-09-24T08:45:07.203563933Z,
30236,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10719,2025-09-24T08:45:07.573643842Z,
30237,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10739,2025-09-24T08:45:07.945748781Z,
30238,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10759,2025-09-24T08:45:08.318256306Z,
30239,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10779,2025-09-24T08:45:08.701536472Z,
30240,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10799,2025-09-24T08:45:09.085342764Z,
30241,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10819,2025-09-24T08:45:09.465219880Z,
30242,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10839,2025-09-24T08:45:09.833465678Z,
30243,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10859,2025-09-24T08:45:10.218445491Z,
30244,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10879,2025-09-24T08:45:10.594906354Z,
30245,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10899,2025-09-24T08:45:10.972673033Z,
30246,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10919,2025-09-24T08:45:11.355376908Z,
30247,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10939,2025-09-24T08:45:11.739383170Z,
30248,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10959,2025-09-24T08:45:12.127296538Z,
30249,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10979,2025-09-24T08:45:12.504366010Z,
30250,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.10999,2025-09-24T08:45:12.874728843Z,
30251,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11019,2025-09-24T08:45:13.253259461Z,
30252,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11039,2025-09-24T08:45:13.628927372Z,
30253,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11059,2025-09-24T08:45:14.019862564Z,
30254,MARKET_IF_TOUCHED_ORDER_REJECT,EUR_USD,-1000,1.11079,2025-09-24T08:45:14.396409978Z,
